Round,Client_ID,Accuracy,Loss
9,1,0.9000339951597368,0.5562391780698911
9,2,0.8977069455348976,0.3193421374443929
9,3,0.8696326094522733,0.3452067434019729
9,4,0.9028547840093244,0.44502838649390214
9,5,0.9381126211077566,0.24133317750087213
9,6,0.8431163848575846,0.8045290544536471
9,7,0.9257124818894834,0.38284262190641666
9,8,0.8738739103337192,0.36387968477275634
9,9,0.9340372489821688,0.24975852562296472
9,10,0.9393105457841955,0.25374849843296926
9,11,0.9182214056189143,0.31186803935900836
9,12,0.921689721320631,0.4189351228613583
9,13,0.9374570001699758,0.25470713745610635
9,14,0.8973669939375298,0.37893142345670405
9,15,0.8944288408459938,0.3500877683507064
9,16,0.9269913474224384,0.27563182273298326
9,17,0.9269225476943997,0.2774470292892412
9,18,0.9040688968570666,0.3449968828259355
10,1,0.8801023092426364,0.5887261456531337
10,2,0.8811585874201721,0.33071722105103
10,3,0.877487919577165,0.3472638153460198
10,4,0.9104510833933644,0.3514648352061466
10,5,0.9254898945340639,0.2936856663812167
10,6,0.8270455777963043,0.9561403346969438
10,7,0.9311436133617166,0.3654126249219015
10,8,0.8938055962508196,0.3545015915452554
10,9,0.9349033161468915,0.25905715931391227
10,10,0.938691348231847,0.25717526716820566
10,11,0.9199818692481404,0.3101508157649549
10,12,0.9214468987510825,0.4247128580583752
10,13,0.9383028321205695,0.2547942779290571
10,14,0.890058034594122,0.3931833969386199
10,15,0.8958088824495941,0.3782274535350835
10,16,0.9254898945340639,0.2768603900760582
10,17,0.9038058390733891,0.3204539653451231
10,18,0.8846107149505856,0.41486173473844656
